what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.google.gdt.eclipse.platform.e36,2.2.0.v201102111811,"com.google.gdt.eclipse.platform.e36",1308633430363
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1308633430364
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1308633430365
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1308633430368
stopped,bundle,com.google.gdt.eclipse.designer.UiBinder,2.2.0.r36x201102111505,"com.google.gdt.eclipse.designer.UiBinder",1308633430368
stopped,bundle,com.google.gdt.eclipse.designer.gpe,2.2.0.r36x201102111547,"com.google.gdt.eclipse.designer.gpe",1308633430370
stopped,bundle,com.google.gdt.eclipse.designer,2.2.0.r36x201102111505,"com.google.gdt.eclipse.designer",1308633430370
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1308633430370
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1308633430371
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.jaxp.debug.ui",1308633430373
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1308633430373
stopped,bundle,com.collabnet.subversion.merge,2.2.3,"com.collabnet.subversion.merge",1308633430373
stopped,bundle,org.tigris.subversion.subclipse.graph,1.0.9,"org.tigris.subversion.subclipse.graph",1308633430373
stopped,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1308633430373
stopped,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1308633430373
stopped,bundle,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui",1308633430375
stopped,bundle,com.python.pydev.codecompletion,1.6.5.2011020317,"com.python.pydev.codecompletion",1308633430376
stopped,bundle,com.python.pydev.refactoring,1.6.5.2011020317,"com.python.pydev.refactoring",1308633430377
stopped,bundle,com.python.pydev.analysis,1.6.5.2011020317,"com.python.pydev.analysis",1308633430378
stopped,bundle,com.python.pydev.debug,1.6.5.2011020317,"com.python.pydev.debug",1308633430379
stopped,bundle,com.python.pydev.fastparser,1.6.5.2011020317,"com.python.pydev.fastparser",1308633430380
stopped,bundle,com.python.pydev,1.6.5.2011020317,"com.python.pydev",1308633430382
stopped,bundle,org.python.pydev.django,1.6.5.2011020317,"org.python.pydev.django",1308633430384
stopped,bundle,org.python.pydev.customizations,1.6.5.2011020317,"org.python.pydev.customizations",1308633430386
stopped,bundle,org.python.pydev.red_core,1.6.5.2011020317,"org.python.pydev.red_core",1308633430387
stopped,bundle,org.python.pydev.debug,1.6.5.2011020317,"org.python.pydev.debug",1308633430391
stopped,bundle,org.python.pydev.refactoring,1.6.5.2011020317,"org.python.pydev.refactoring",1308633430392
stopped,bundle,org.python.pydev,1.6.5.2011020317,"org.python.pydev",1308633430393
stopped,bundle,com.google.gdt.eclipse.platform.shared,2.2.0.v201102111811,"com.google.gdt.eclipse.platform.shared",1308633430393
stopped,bundle,com.google.gdt.eclipse.designer.hosted.1_6.ie,2.2.0.r36x201102111446,"com.google.gdt.eclipse.designer.hosted.1_6.ie",1308633430395
stopped,bundle,com.google.gdt.eclipse.designer.hosted.1_6,2.2.0.r36x201102111446,"com.google.gdt.eclipse.designer.hosted.1_6",1308633430396
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.ie,2.2.0.r36x201102111446,"com.google.gdt.eclipse.designer.hosted.2_0.ie",1308633430402
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.webkit,2.2.0.r36x201102111446,"com.google.gdt.eclipse.designer.hosted.2_0.webkit",1308633430403
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0,2.2.0.r36x201102111446,"com.google.gdt.eclipse.designer.hosted.2_0",1308633430405
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.ie,2.2.0.r36x201102111446,"com.google.gdt.eclipse.designer.hosted.2_2.ie",1308633430406
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.webkit,2.2.0.r36x201102111446,"com.google.gdt.eclipse.designer.hosted.2_2.webkit",1308633430408
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2,2.2.0.r36x201102111446,"com.google.gdt.eclipse.designer.hosted.2_2",1308633430410
stopped,bundle,com.google.gdt.eclipse.designer.hosted,2.2.0.r36x201102111446,"com.google.gdt.eclipse.designer.hosted",1308633430411
stopped,bundle,org.eclipse.wb.core.xml,0.9.0.r36x201102111443,"org.eclipse.wb.core.xml",1308633430411
stopped,bundle,org.eclipse.wb.css,0.9.0.r36x201102051550,"org.eclipse.wb.css",1308633430412
stopped,bundle,org.eclipse.wb.os.win32,0.9.0.r36x201102111430,"org.eclipse.wb.os.win32",1308633430414
stopped,bundle,org.eclipse.wb.core,0.9.0.r36x201102111430,"org.eclipse.wb.core",1308633430414
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1308633430414
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1308633430416
stopped,bundle,org.eclipse.php.server.ui,2.2.0.v20101001-2300,"org.eclipse.php.server.ui",1308633430419
stopped,bundle,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.php.debug.ui",1308633430419
stopped,bundle,org.eclipse.php.debug.core,2.2.0.v20101001-2300,"org.eclipse.php.debug.core",1308633430419
stopped,bundle,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui",1308633430419
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.304.v201012160349,"org.eclipse.wst.jsdt.web.ui",1308633430421
stopped,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1308633430423
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1308866670373
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1308866670373
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1308866670388
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1308866670419
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1308866670419
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1308866670435
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1308866670451
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1308866670482
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1308866670497
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1308866670513
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1308866670513
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1308866670529
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1308866670544
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1308866670560
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1308866670575
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1308866670591
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1308866670607
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1308866670638
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1308866670638
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1308866670653
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1308866670669
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1308866670669
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1308866670685
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1308866670685
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1308866670700
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1308866670731
